t_ns,t_ms,step,tag,allocated_B,reserved_B,max_allocated_B,max_reserved_B,allocated_MB,reserved_MB,max_allocated_MB,max_reserved_MB
1770705167354691776,770.008668,2,after_loss,108687872,146800640,110765568,146800640,108.687872,146.80064,110.765568,146.80064
1770705167357281479,772.598371,2,after_backward,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167357940437,773.257329,2,after_opt_step,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167358185555,773.502447,2,step_end,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167358573517,773.890409,3,step_start,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167358823103,774.139995,3,after_data_wait,72282112,146800640,75428352,146800640,72.282112,146.80064,75.428352,146.80064
1770705167359199520,774.516412,3,after_h2d,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167359515316,774.832208,3,before_forward,75106816,146800640,75428352,146800640,75.106816,146.80064,75.428352,146.80064
1770705167362867492,778.184384,3,after_forward,108684800,146800640,110765568,146800640,108.6848,146.80064,110.765568,146.80064
1770705167363235673,778.552565,3,after_loss,108687872,146800640,110765568,146800640,108.687872,146.80064,110.765568,146.80064
1770705167365481731,780.798623,3,after_backward,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167366028755,781.345647,3,after_opt_step,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167366430757,781.747649,3,step_end,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167366624210,781.941102,4,step_start,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167366890099,782.206991,4,after_data_wait,72282112,146800640,75428352,146800640,72.282112,146.80064,75.428352,146.80064
1770705167367251639,782.568531,4,after_h2d,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167367572976,782.889868,4,before_forward,75106816,146800640,75428352,146800640,75.106816,146.80064,75.428352,146.80064
1770705167370529660,785.846552,4,after_forward,108684800,146800640,110765568,146800640,108.6848,146.80064,110.765568,146.80064
1770705167370892767,786.209659,4,after_loss,108687872,146800640,110765568,146800640,108.687872,146.80064,110.765568,146.80064
1770705167372992380,788.309272,4,after_backward,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167373709426,789.026318,4,after_opt_step,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167373933249,789.250141,4,step_end,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167374133220,789.450112,5,step_start,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167374384061,789.700953,5,after_data_wait,72282112,146800640,75428352,146800640,72.282112,146.80064,75.428352,146.80064
1770705167374755546,790.072438,5,after_h2d,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167375069374,790.386266,5,before_forward,75106816,146800640,75428352,146800640,75.106816,146.80064,75.428352,146.80064
1770705167378179627,793.496519,5,after_forward,108684800,146800640,110765568,146800640,108.6848,146.80064,110.765568,146.80064
1770705167378606401,793.923293,5,after_loss,108687872,146800640,110765568,146800640,108.687872,146.80064,110.765568,146.80064
1770705167381145513,796.462405,5,after_backward,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167381682208,796.9991,5,after_opt_step,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167381916733,797.233625,5,step_end,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167382140825,797.457717,6,step_start,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167382428334,797.745226,6,after_data_wait,72282112,146800640,75428352,146800640,72.282112,146.80064,75.428352,146.80064
1770705167382800561,798.117453,6,after_h2d,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167383138920,798.455812,6,before_forward,75106816,146800640,75428352,146800640,75.106816,146.80064,75.428352,146.80064
1770705167386696836,802.013728,6,after_forward,108684800,146800640,110765568,146800640,108.6848,146.80064,110.765568,146.80064
1770705167387147099,802.463991,6,after_loss,108687872,146800640,110765568,146800640,108.687872,146.80064,110.765568,146.80064
1770705167389171878,804.48877,6,after_backward,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167389705065,805.021957,6,after_opt_step,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167389945014,805.261906,6,step_end,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167390172397,805.489289,7,step_start,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167390464089,805.780981,7,after_data_wait,72282112,146800640,75428352,146800640,72.282112,146.80064,75.428352,146.80064
1770705167390835439,806.152331,7,after_h2d,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167391373114,806.690006,7,before_forward,75106816,146800640,75428352,146800640,75.106816,146.80064,75.428352,146.80064
1770705167394831348,810.14824,7,after_forward,108684800,146800640,110765568,146800640,108.6848,146.80064,110.765568,146.80064
1770705167395206181,810.523073,7,after_loss,108687872,146800640,110765568,146800640,108.687872,146.80064,110.765568,146.80064
1770705167397297753,812.614645,7,after_backward,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167397802865,813.119757,7,after_opt_step,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167398036474,813.353366,7,step_end,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167398411726,813.728618,8,step_start,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167398691357,814.008249,8,after_data_wait,72282112,146800640,75428352,146800640,72.282112,146.80064,75.428352,146.80064
1770705167399223969,814.540861,8,after_h2d,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167399551770,814.868662,8,before_forward,75106816,146800640,75428352,146800640,75.106816,146.80064,75.428352,146.80064
1770705167403084800,818.401692,8,after_forward,108684800,146800640,110765568,146800640,108.6848,146.80064,110.765568,146.80064
1770705167403489362,818.806254,8,after_loss,108687872,146800640,110765568,146800640,108.687872,146.80064,110.765568,146.80064
1770705167405463890,820.780782,8,after_backward,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167406020270,821.337162,8,after_opt_step,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167406252332,821.569224,8,step_end,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167406479835,821.796727,9,step_start,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167407029232,822.346124,9,after_data_wait,72282112,146800640,75428352,146800640,72.282112,146.80064,75.428352,146.80064
1770705167407344998,822.66189,9,after_h2d,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167407676173,822.993065,9,before_forward,75106816,146800640,75428352,146800640,75.106816,146.80064,75.428352,146.80064
1770705167411170619,826.487511,9,after_forward,108684800,146800640,110765568,146800640,108.6848,146.80064,110.765568,146.80064
1770705167411553247,826.870139,9,after_loss,108687872,146800640,110765568,146800640,108.687872,146.80064,110.765568,146.80064
1770705167413677268,828.99416,9,after_backward,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167414207801,829.524693,9,after_opt_step,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167414432847,829.749739,9,step_end,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167414828507,830.145399,10,step_start,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167415093439,830.410331,10,after_data_wait,72282112,146800640,75428352,146800640,72.282112,146.80064,75.428352,146.80064
1770705167415444769,830.761661,10,after_h2d,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167415770241,831.087133,10,before_forward,75106816,146800640,75428352,146800640,75.106816,146.80064,75.428352,146.80064
1770705167419421567,834.738459,10,after_forward,108684800,146800640,110765568,146800640,108.6848,146.80064,110.765568,146.80064
1770705167419844901,835.161793,10,after_loss,108687872,146800640,110765568,146800640,108.687872,146.80064,110.765568,146.80064
1770705167421774594,837.091486,10,after_backward,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167422319972,837.636864,10,after_opt_step,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167422753129,838.070021,10,step_end,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167422967639,838.284531,11,step_start,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167423319933,838.636825,11,after_data_wait,72282112,146800640,75428352,146800640,72.282112,146.80064,75.428352,146.80064
1770705167423641518,838.95841,11,after_h2d,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167423971353,839.288245,11,before_forward,75106816,146800640,75428352,146800640,75.106816,146.80064,75.428352,146.80064
1770705167427527127,842.844019,11,after_forward,108684800,146800640,110765568,146800640,108.6848,146.80064,110.765568,146.80064
1770705167427929160,843.246052,11,after_loss,108687872,146800640,110765568,146800640,108.687872,146.80064,110.765568,146.80064
1770705167429969019,845.285911,11,after_backward,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167430692208,846.0091,11,after_opt_step,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167430911018,846.22791,11,step_end,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167431109714,846.426606,12,step_start,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167431371721,846.688613,12,after_data_wait,72282112,146800640,75428352,146800640,72.282112,146.80064,75.428352,146.80064
1770705167431737806,847.054698,12,after_h2d,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167432077490,847.394382,12,before_forward,75106816,146800640,75428352,146800640,75.106816,146.80064,75.428352,146.80064
1770705167436009624,851.326516,12,after_forward,108684800,146800640,110765568,146800640,108.6848,146.80064,110.765568,146.80064
1770705167436416100,851.732992,12,after_loss,108687872,146800640,110765568,146800640,108.687872,146.80064,110.765568,146.80064
1770705167438681628,853.99852,12,after_backward,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167439219094,854.535986,12,after_opt_step,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167439450106,854.766998,12,step_end,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167439669104,854.985996,13,step_start,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167439958776,855.275668,13,after_data_wait,72282112,146800640,75428352,146800640,72.282112,146.80064,75.428352,146.80064
1770705167440319722,855.636614,13,after_h2d,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167440659624,855.976516,13,before_forward,75106816,146800640,75428352,146800640,75.106816,146.80064,75.428352,146.80064
1770705167444619117,859.936009,13,after_forward,108684800,146800640,110765568,146800640,108.6848,146.80064,110.765568,146.80064
1770705167445027542,860.344434,13,after_loss,108687872,146800640,110765568,146800640,108.687872,146.80064,110.765568,146.80064
1770705167447082314,862.399206,13,after_backward,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167447607725,862.924617,13,after_opt_step,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167447845054,863.161946,13,step_end,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167448074873,863.391765,14,step_start,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167448346113,863.663005,14,after_data_wait,72282112,146800640,75428352,146800640,72.282112,146.80064,75.428352,146.80064
1770705167448725016,864.041908,14,after_h2d,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167449269677,864.586569,14,before_forward,75106816,146800640,75428352,146800640,75.106816,146.80064,75.428352,146.80064
1770705167452997980,868.314872,14,after_forward,108684800,146800640,110765568,146800640,108.6848,146.80064,110.765568,146.80064
1770705167453369660,868.686552,14,after_loss,108687872,146800640,110765568,146800640,108.687872,146.80064,110.765568,146.80064
1770705167455222604,870.539496,14,after_backward,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167455736921,871.053813,14,after_opt_step,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167455980346,871.297238,14,step_end,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167456209733,871.526625,15,step_start,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167456576104,871.892996,15,after_data_wait,72282112,146800640,75428352,146800640,72.282112,146.80064,75.428352,146.80064
1770705167457104924,872.421816,15,after_h2d,75428352,146800640,75428352,146800640,75.428352,146.80064,75.428352,146.80064
1770705167457444149,872.761041,15,before_forward,75106816,146800640,75428352,146800640,75.106816,146.80064,75.428352,146.80064
1770705167460917203,876.234095,15,after_forward,108684800,146800640,110765568,146800640,108.6848,146.80064,110.765568,146.80064
1770705167461278691,876.595583,15,after_loss,108687872,146800640,110765568,146800640,108.687872,146.80064,110.765568,146.80064
1770705167463396827,878.713719,15,after_backward,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167463910514,879.227406,15,after_opt_step,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
1770705167464155227,879.472119,15,step_end,75428352,146800640,114660864,146800640,75.428352,146.80064,114.660864,146.80064
